[21:49:10] === WA Rego Checker Started (5 workers) ===
[21:49:10] [W3] Checking 1AAA000 (attempt 1, total hits 0)
[22:42:51] [W1] Checking 1AAB488 (attempt 299, total hits 15)
[22:42:52] [W2] Checking 1AAB489 (attempt 298, total hits 15)
[22:42:56] [W3] Checking 1AAB490 (attempt 299, total hits 15)
[22:42:57] [W4] Checking 1AAB491 (attempt 297, total hits 15)
[22:43:00] [W5] Checking 1AAB492 (attempt 300, total hits 15)
[22:43:03] [W2] Checking 1AAB493 (attempt 299, total hits 15)
[22:43:03] [W1] Checking 1AAB494 (attempt 300, total hits 15)
[22:43:09] [W4] Checking 1AAB495 (attempt 298, total hits 15)
[22:43:10] [W3] Checking 1AAB496 (attempt 300, total hits 15)
[22:43:11] [W5] ... processed 300 plates
[22:43:13] [W1] ... processed 300 plates
[22:43:14] [W5] Checking 1AAB497 (attempt 301, total hits 15)
[22:43:15] [W1] Checking 1AAB498 (attempt 301, total hits 15)
[22:43:18] [W2] Checking 1AAB499 (attempt 300, total hits 15)
[22:43:22] [W3] ... processed 300 plates
[22:43:24] [W4] Checking 1AAB500 (attempt 299, total hits 15)
[22:43:24] [W2] ... processed 300 plates
[22:43:27] [W1] Checking 1AAB501 (attempt 302, total hits 15)
[22:43:27] [W3] Checking 1AAB502 (attempt 301, total hits 15)
[22:43:28] [W2] Checking 1AAB503 (attempt 301, total hits 15)
[22:43:28] [W5] Checking 1AAB504 (attempt 302, total hits 15)
[22:43:34] [W4] Checking 1AAB505 (attempt 300, total hits 15)
[22:43:36] [W1] Checking 1AAB506 (attempt 303, total hits 15)
[22:43:39] [W3] Checking 1AAB507 (attempt 302, total hits 15)
[22:43:42] [W2] Checking 1AAB508 (attempt 302, total hits 15)
[22:43:42] [W4] ... processed 300 plates
[22:43:42] [W5] Checking 1AAB509 (attempt 303, total hits 15)
[22:43:45] [W4] Checking 1AAB510 (attempt 301, total hits 15)
[22:43:47] [W1] Checking 1AAB511 (attempt 304, total hits 15)
[22:43:55] [W5] Checking 1AAB512 (attempt 304, total hits 15)
[22:43:55] [W3] Checking 1AAB513 (attempt 303, total hits 15)
[22:43:56] [W4] Checking 1AAB514 (attempt 302, total hits 15)
[22:43:58] [W2] Checking 1AAB515 (attempt 303, total hits 15)
[22:43:59] [W1] Checking 1AAB516 (attempt 305, total hits 15)
[22:44:04] [W5] Checking 1AAB517 (attempt 305, total hits 15)
[22:44:06] [W3] Checking 1AAB518 (attempt 304, total hits 15)
[22:44:08] [W2] Checking 1AAB519 (attempt 304, total hits 15)
[22:44:08] [W4] Checking 1AAB520 (attempt 303, total hits 15)
[22:44:12] [W1] Checking 1AAB521 (attempt 306, total hits 15)
[22:44:14] [W5] Checking 1AAB522 (attempt 306, total hits 15)
[22:44:17] [W3] Checking 1AAB523 (attempt 305, total hits 15)
[22:44:17] [W4] Checking 1AAB524 (attempt 304, total hits 15)
[22:44:18] [W2] Checking 1AAB525 (attempt 305, total hits 15)
[22:44:22] [W1] Checking 1AAB526 (attempt 307, total hits 15)
[22:44:24]  → [W3][HIT] 1AAB523 - Payment Due! (total hits: 16)
[22:44:25] [W5] Checking 1AAB527 (attempt 307, total hits 16)
[22:44:27] [W4] Checking 1AAB528 (attempt 305, total hits 16)
[22:44:31] [W2] Checking 1AAB529 (attempt 306, total hits 16)
[22:44:31] [W3] Checking 1AAB530 (attempt 306, total hits 16)
[22:44:31] [W1] Checking 1AAB531 (attempt 308, total hits 16)
[22:44:36] [W5] Checking 1AAB532 (attempt 308, total hits 16)
[22:44:36] [W4] Checking 1AAB533 (attempt 306, total hits 16)
[22:44:43] [W3] Checking 1AAB534 (attempt 307, total hits 16)
[22:44:43] [W1] Checking 1AAB535 (attempt 309, total hits 16)
[22:44:46] [W2] Checking 1AAB536 (attempt 307, total hits 16)
[22:44:46] [W5] Checking 1AAB537 (attempt 309, total hits 16)
[22:44:47] [W4] Checking 1AAB538 (attempt 307, total hits 16)
[22:44:55] [W1] Checking 1AAB539 (attempt 310, total hits 16)
[22:44:55] [W3] Checking 1AAB540 (attempt 308, total hits 16)
[22:44:57] [W5] Checking 1AAB541 (attempt 310, total hits 16)
[22:44:57] [W2] Checking 1AAB542 (attempt 308, total hits 16)
[22:44:58] [W4] Checking 1AAB543 (attempt 308, total hits 16)
[22:45:01] [W1] ... processed 310 plates
[22:45:04] [W5] ... processed 310 plates
[22:45:07] [W3] Checking 1AAB544 (attempt 309, total hits 16)
[22:45:07] [W1] Checking 1AAB545 (attempt 311, total hits 16)
[22:45:09] [W5] Checking 1AAB546 (attempt 311, total hits 16)
[22:45:09] [W4] Checking 1AAB547 (attempt 309, total hits 16)
[22:45:09] [W2] Checking 1AAB548 (attempt 309, total hits 16)
[22:45:18] [W5] Checking 1AAB549 (attempt 312, total hits 16)
[22:45:19] [W3] Checking 1AAB550 (attempt 310, total hits 16)
[22:45:19] [W1] Checking 1AAB551 (attempt 312, total hits 16)
[22:45:20] [W4] Checking 1AAB552 (attempt 310, total hits 16)
[22:45:22] [W2] Checking 1AAB553 (attempt 310, total hits 16)
[22:45:31] [W3] ... processed 310 plates
[22:45:31] [W4] ... processed 310 plates
[22:45:31] [W2] ... processed 310 plates
[22:45:34] [W2] Checking 1AAB554 (attempt 311, total hits 16)
[22:45:34] [W3] Checking 1AAB555 (attempt 311, total hits 16)
[22:45:34] [W4] Checking 1AAB556 (attempt 311, total hits 16)
[22:45:35] [W1] Checking 1AAB557 (attempt 313, total hits 16)
[22:45:35] [W5] Checking 1AAB558 (attempt 313, total hits 16)
[22:45:48] [W2] Checking 1AAB559 (attempt 312, total hits 16)
[22:45:48] [W4] Checking 1AAB560 (attempt 312, total hits 16)
[22:45:48] [W1] Checking 1AAB561 (attempt 314, total hits 16)
[22:45:50] [W3] Checking 1AAB562 (attempt 312, total hits 16)
[22:45:50] [W5] Checking 1AAB563 (attempt 314, total hits 16)
[22:46:02] [W4] Checking 1AAB564 (attempt 313, total hits 16)
[22:46:03] [W5] Checking 1AAB565 (attempt 315, total hits 16)
[22:46:04] [W3] Checking 1AAB566 (attempt 313, total hits 16)
[22:46:04] [W1] Checking 1AAB567 (attempt 315, total hits 16)
[22:46:04] [W2] Checking 1AAB568 (attempt 313, total hits 16)
[22:46:14] [W4] Checking 1AAB569 (attempt 314, total hits 16)
[22:46:15] [W5] Checking 1AAB570 (attempt 316, total hits 16)
[22:46:16] [W3] Checking 1AAB571 (attempt 314, total hits 16)
[22:46:18] [W2] Checking 1AAB572 (attempt 314, total hits 16)
[22:46:18] [W1] Checking 1AAB573 (attempt 316, total hits 16)
[22:46:29] [W2] Checking 1AAB574 (attempt 315, total hits 16)
[22:46:30] [W3] Checking 1AAB575 (attempt 315, total hits 16)
[22:46:30] [W5] Checking 1AAB576 (attempt 317, total hits 16)
[22:46:30] [W4] Checking 1AAB577 (attempt 315, total hits 16)
[22:46:32] [W1] Checking 1AAB578 (attempt 317, total hits 16)
[22:46:38] [W3] Checking 1AAB579 (attempt 316, total hits 16)
[22:46:38] [W2] Checking 1AAB580 (attempt 316, total hits 16)
[22:46:41] [W4] Checking 1AAB581 (attempt 316, total hits 16)
[22:46:42] [W5] Checking 1AAB582 (attempt 318, total hits 16)
[22:46:43] [W1] Checking 1AAB583 (attempt 318, total hits 16)
[22:46:52] [W4] Checking 1AAB584 (attempt 317, total hits 16)
[22:46:53] [W5] Checking 1AAB585 (attempt 319, total hits 16)
[22:46:54] [W2] Checking 1AAB586 (attempt 317, total hits 16)
[22:46:54] [W1] Checking 1AAB587 (attempt 319, total hits 16)
[22:46:55] [W3] Checking 1AAB588 (attempt 317, total hits 16)
[22:47:02] [W5] Checking 1AAB589 (attempt 320, total hits 16)
[22:47:03] [W4] Checking 1AAB590 (attempt 318, total hits 16)
[22:47:04] [W1] Checking 1AAB591 (attempt 320, total hits 16)
[22:47:04] [W3] Checking 1AAB592 (attempt 318, total hits 16)
[22:47:05] [W2] Checking 1AAB593 (attempt 318, total hits 16)
[22:47:08] [W5] ... processed 320 plates
[22:47:10] [W1] ... processed 320 plates
[22:47:11] [W5] Checking 1AAB594 (attempt 321, total hits 16)
[22:47:13] [W3] Checking 1AAB595 (attempt 319, total hits 16)
[22:47:15] [W4] Checking 1AAB596 (attempt 319, total hits 16)
[22:47:15] [W2] Checking 1AAB597 (attempt 319, total hits 16)
[22:47:15] [W1] Checking 1AAB598 (attempt 321, total hits 16)
[22:47:19] [W5] Checking 1AAB599 (attempt 322, total hits 16)
[22:47:23] [W4] Checking 1AAB600 (attempt 320, total hits 16)
[22:47:24] [W2] Checking 1AAB601 (attempt 320, total hits 16)
[22:47:25] [W3] Checking 1AAB602 (attempt 320, total hits 16)
[22:47:26] [W1] Checking 1AAB603 (attempt 322, total hits 16)
[22:47:28] [W5] Checking 1AAB604 (attempt 323, total hits 16)
[22:47:29] [W4] ... processed 320 plates
[22:47:29] [W2] ... processed 320 plates
[22:47:30] [W3] ... processed 320 plates
[22:47:32] [W4] Checking 1AAB605 (attempt 321, total hits 16)
[22:47:35] [W2] Checking 1AAB606 (attempt 321, total hits 16)
[22:47:35] [W3] Checking 1AAB607 (attempt 321, total hits 16)
[22:47:37] [W1] Checking 1AAB608 (attempt 323, total hits 16)
[22:47:37] [W5] Checking 1AAB609 (attempt 324, total hits 16)
[22:47:39] [W5][CRASH] 1AAB609: page.waitForTimeout: Target page, context or browser has been closed
